"","FlowSOM_metacluster","FSC.A","FSC.PMT.A","SSC.A","BB515.CD117","PerCPCy5.5.CD16.32","Comp.FSC.PMT.A","PE.CD115","PECF594.CD135","Comp.GYG.670.A","PECy5.5.CD3e","PECy7.CD80","DL800.SA.Bio.Ly6G","Comp.LG.562.A","Comp.O.610.A","APC.BrdU","AF700.CD45","APCCy7.CD48","BUV395.CD11b","LiveDead.Blue","BUV615.Siglec.F","BUV661.NK1.1","BUV737.B220","BUV805.CD8a","BV421.CD34","V500.MHCII","BV570.CD4","BV605.Ly6C","BV650.CD150","BV711.SCA.1","Comp.V.750.A","BV785.CD11c"
"11",11,310.5,555,97,288.5,477,302.5,237,268.5,215.5,278,294,307,231,232,320.5,729,368,539.5,353.5,344,430,493,221,287,281,326,282,291.5,458,229,280.5
"12",12,262,523,100,293,477,0,238,273,210,351,317,296,230,233,355,777,460,257,363,336,506,376,252,314,299,337,328,313,484,227,256
"13",13,265,531,87,579,466,88,231,252,240,230,299,299,232,229,318,512,383,252,318,338,222,684,243,291,282,317,274,313,503,226,240
"14",14,225,505,93,293,546,0,502,281,206,250,636,301,229,231,329,703,408,627,331,341,226,324,218,283,299,354,306,289,656,226,323
"15",15,269,527,209,377,684,0,230,309,206,243,379,273,234,230,363,467,309,258,368,369,201,462,241,316,389,524,445,470,299,236,417
"16",16,269,533,101,273,522,42,234,249,219,228,283,295,230,232,317,521,342,305,316,344,223,291,228,289,275,315,273,281,426,228,243
"17",17,270.5,537,123,301.5,480,56.5,232.5,517,222.5,232,251.5,307,231,233.5,336,561,408.5,278,333.5,342,223.5,542.5,217,320.5,290,313,293.5,285.5,559.5,225,241.5
"18",18,317,573,95,278,470,205,240,256,218,350,304,306,231,226,337,682,417,272,333,341,218,498,230,308,253,299,367,296,497,233,235
"19",19,356,573,202,554,565.5,0,240,213,203,215,376,320,231,230,524,548,326,683,396.5,385,217,328,229.5,342,317,353.5,662.5,324,420,225.5,256.5
"20",20,248,527,107,310,552,0,496,303,191,259,626,302,234,232,342,716,450,688,368,345,234,372,239,286,323,337,608,283,614,226,379
"21",21,305,554,129,385,533,0,299,311,207.5,280.5,573,329,231,235,398,735,522.5,647.5,404.5,346,239.5,354.5,233,301,576,410,432,311.5,638.5,228,545
"22",22,264,520,138,423,604,0,263,258,203,234,532,304,231,233,373,621,438,367,432,356,217,365,226,359,418,444,477,346,481,225,323
"23",23,280,540,178,685,518,0,260,520,212,218,310,313,231,233,356,575,458,325,383,348,217,320,226,393,317,359,301,306,539,232,259
"24",24,276,537,70,260,444,0,237,271,236,528,309,310,231,232,326,702,408,244,312,337,224,275,219,302,265,619,344,526,673,228,257
"25",25,328,559,295,716,564,0,254,212,197,214,311,297,232,230,443,513,370,455,436,446,208,320,230,404,342,365,711,313,380,223,246
"26",26,319,560,139,287,563.5,0,444.5,318.5,178.5,221.5,361.5,311,232,232,372,658.5,469.5,621.5,376,369,219,330,229,319,309.5,372.5,813.5,353,456,224,290
"27",27,311,560,163,606,511,0,253,518,204,245,433,328,231,232,403,658,554,443,418,354,234,379,230,344,478,376,543,316,587,235,433
"28",28,275,536,175,791,518,0,252,265,215,225,325,306,231,230,343,557,414,308,363,365,223,299,227,370,310,352,338,338,451,227,252
"29",29,257,525,89,279,445,0,230,260,225,417,246,304,233,230,349,760,467,264,347,340,252,277,299,286,283,326,367,372,546,225,228
"30",30,269,532.5,73,262.5,527.5,0,241,236.5,215,491.5,250,185,231,231,321.5,710,371.5,246,310.5,341,213.5,299.5,533.5,277,262,311,277.5,331,516.5,226,244
"31",31,676,649,444,489,686,0,262,345,190,210,358,299,231,231,519,551,329,564,455,534,188,379,228,425,477,536,693,417,297,230,329
"32",32,288,547,124,283,553,0,408,97,184,228,383,327,232,231,392,674,495,629,368,329,188,323,218,344,314,403,861,434,459,227,322
"33",33,306,558,139,288.5,580.5,0,474,97,167,226.5,388,310.5,231,231,413,666,472.5,630.5,386,387,209.5,327.5,225,304,308.5,370.5,845,221,494,223,270
"34",34,323,558,192,311,581,0,521,232,180,211,329,313,231,232,500,598,486,387,402,366,203,314,227,362,317,410,799,353,407,225,274
"35",35,350.5,565,274.5,660,598.5,0,559,305,186,205,290.5,308,232.5,231,468,530,468.5,329,430.5,372.5,210.5,301,231.5,415.5,345,421.5,712.5,335,412.5,227,260.5
"36",36,269,530,95,288,450,0,219,245,213,435,311,311,231,231,341,749,475,271,360,339,374,309,242,301,295,383,777,403,600,225,255
"37",37,287,543,97,281,514,0,232,221,184,467,282,226,231,232,368,734,425,262,358,359,209,329,481,302,279,337,754,384,547,226,269
"38",38,498,574.5,301,537,700.5,0,269,296,206,278,573,295.5,231.5,230.5,467.5,623.5,480,459.5,524.5,399.5,230,499.5,253.5,427.5,526,607,619,524.5,473.5,233.5,457
"39",39,311,555,140,330,629,0,444,189,160,303,554,322,230,232,390,748,557,752,448,357,225,398,223,296,604,435,838,402,686,219,413
"40",40,296,556,128,283,514,0,249,379,189,225,297,310,233,231,391,609,497,321,362,359,215,351,224,319,292,350,714,320,504,221,350
