"FSC-A","BV711 CD11c","BV785 B220","PE CD115","PECy5 CD3-CD19-NK11","PECy7 CD16-32","SSC-A","FITC Ly6C","PerCPCy5-5 CD45","AF700 CD48","APCCy7 Ly6G","BV421 CD117","BV510 SCA-1","BV605 CD11b"
302.000000,262.000000,318.000000,728.000000,368.000000,608.000000,230.000000,865.000000,421.000000,583.000000,288.000000,644.000000,508.000000,290.000000
475.000000,226.000000,269.000000,716.000000,263.000000,610.000000,286.000000,843.000000,513.000000,579.000000,90.000000,668.000000,493.000000,422.000000
435.000000,193.000000,265.000000,540.000000,203.000000,563.000000,251.000000,834.000000,506.000000,469.000000,289.000000,682.000000,509.000000,365.000000
338.000000,142.000000,309.000000,642.000000,276.000000,508.000000,214.000000,810.000000,442.000000,532.000000,270.000000,650.000000,528.000000,393.000000
324.000000,215.000000,303.000000,675.000000,309.000000,472.000000,226.000000,770.000000,429.000000,533.000000,295.000000,613.000000,478.000000,246.000000
425.000000,292.000000,235.000000,605.000000,307.000000,597.000000,176.000000,817.000000,454.000000,510.000000,333.000000,632.000000,491.000000,206.000000
261.000000,376.000000,201.000000,642.000000,308.000000,585.000000,241.000000,811.000000,396.000000,547.000000,346.000000,703.000000,520.000000,386.000000
186.000000,270.000000,245.000000,648.000000,222.000000,459.000000,175.000000,703.000000,367.000000,503.000000,300.000000,636.000000,476.000000,277.000000
379.000000,328.000000,203.000000,709.000000,318.000000,574.000000,196.000000,822.000000,409.000000,576.000000,222.000000,602.000000,489.000000,493.000000
259.000000,231.000000,225.000000,663.000000,289.000000,574.000000,192.000000,816.000000,449.000000,579.000000,392.000000,595.000000,477.000000,218.000000
321.000000,218.000000,302.000000,700.000000,258.000000,527.000000,242.000000,761.000000,377.000000,562.000000,240.000000,694.000000,491.000000,190.000000
697.000000,234.000000,219.000000,676.000000,197.000000,472.000000,140.000000,711.000000,464.000000,521.000000,239.000000,599.000000,497.000000,296.000000
297.000000,157.000000,327.000000,624.000000,305.000000,566.000000,240.000000,798.000000,406.000000,551.000000,246.000000,634.000000,498.000000,127.000000
235.000000,199.000000,335.000000,583.000000,326.000000,503.000000,209.000000,839.000000,468.000000,439.000000,328.000000,632.000000,474.000000,485.000000
277.000000,231.000000,262.000000,694.000000,283.000000,489.000000,168.000000,670.000000,460.000000,534.000000,178.000000,642.000000,503.000000,204.000000
467.000000,255.000000,270.000000,592.000000,302.000000,583.000000,244.000000,889.000000,504.000000,579.000000,386.000000,620.000000,516.000000,238.000000
343.000000,277.000000,279.000000,652.000000,265.000000,631.000000,234.000000,855.000000,440.000000,572.000000,300.000000,622.000000,502.000000,282.000000
220.000000,268.000000,270.000000,473.000000,297.000000,504.000000,197.000000,737.000000,458.000000,468.000000,366.000000,717.000000,509.000000,357.000000
379.000000,190.000000,259.000000,729.000000,321.000000,517.000000,231.000000,792.000000,521.000000,561.000000,431.000000,626.000000,504.000000,398.000000
343.000000,148.000000,277.000000,638.000000,281.000000,494.000000,273.000000,829.000000,461.000000,523.000000,303.000000,704.000000,494.000000,134.000000
460.000000,370.000000,320.000000,680.000000,281.000000,574.000000,264.000000,812.000000,400.000000,521.000000,233.000000,595.000000,500.000000,436.000000
285.000000,242.000000,284.000000,619.000000,221.000000,561.000000,188.000000,812.000000,471.000000,517.000000,271.000000,686.000000,499.000000,296.000000
395.000000,181.000000,261.000000,598.000000,310.000000,563.000000,248.000000,789.000000,473.000000,547.000000,302.000000,656.000000,481.000000,308.000000
351.000000,405.000000,222.000000,735.000000,250.000000,567.000000,219.000000,778.000000,504.000000,572.000000,165.000000,707.000000,477.000000,315.000000
364.000000,145.000000,281.000000,682.000000,215.000000,437.000000,240.000000,770.000000,462.000000,477.000000,391.000000,616.000000,496.000000,127.000000
469.000000,315.000000,179.000000,665.000000,294.000000,519.000000,197.000000,793.000000,425.000000,489.000000,270.000000,620.000000,506.000000,352.000000
233.000000,296.000000,178.000000,529.000000,269.000000,664.000000,198.000000,841.000000,527.000000,565.000000,419.000000,614.000000,485.000000,500.000000
164.000000,345.000000,267.000000,639.000000,287.000000,592.000000,204.000000,788.000000,481.000000,544.000000,380.000000,658.000000,493.000000,380.000000
407.000000,257.000000,192.000000,525.000000,161.000000,464.000000,132.000000,652.000000,449.000000,375.000000,354.000000,738.000000,522.000000,445.000000
352.000000,305.000000,237.000000,668.000000,269.000000,568.000000,213.000000,824.000000,470.000000,481.000000,269.000000,677.000000,484.000000,366.000000
286.000000,259.000000,266.000000,595.000000,328.000000,562.000000,157.000000,810.000000,442.000000,521.000000,228.000000,641.000000,503.000000,242.000000
175.000000,183.000000,226.000000,671.000000,172.000000,528.000000,122.000000,824.000000,460.000000,536.000000,224.000000,596.000000,486.000000,215.000000
371.000000,171.000000,294.000000,766.000000,255.000000,458.000000,253.000000,868.000000,538.000000,571.000000,359.000000,627.000000,560.000000,254.000000
